row_idx,filename,speaker_id,dataset_source,label,speech_duration,score_P1,score_P2,score_P3
1099681,D:\VQI\Datasets\voxCELEB2\dev\wav\id08494\tY8YQxdJ2-w\00044.wav,id08494,voxceleb2_dev,0,7.53,1.977481,0.279974,-1.053802
1207626,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\babb\sp2803\Lab41-SRI-VOiCES-rm4-babb-sp2803-ch154328-sg0018-mc05-stu-far-dg120.wav,sp2803,voices,0,15.35,2.076234,3.618473,2.777893
611318,D:\VQI\Datasets\voxCELEB2\dev\wav\id04244\6yykXRKX8NA\00057.wav,id04244,voxceleb2_dev,0,10.48,2.857616,3.033276,3.139243
379218,D:\VQI\Datasets\voxCELEB2\dev\wav\id02067\mHJGwKUVUT0\00371.wav,id02067,voxceleb2_dev,0,5.67,0.317082,1.365822,0.71462
170303,D:\VQI\Datasets\voxCELEB2\dev\wav\id00266\5ckOmQTKxDg\00065.wav,id00266,voxceleb2_dev,1,37.93,12.120127,10.815334,9.566703
861760,D:\VQI\Datasets\voxCELEB2\dev\wav\id06424\zC_2hB8uTqI\00417.wav,id06424,voxceleb2_dev,0,4.13,3.01569,1.616197,1.231362
1130705,D:\VQI\Datasets\voxCELEB2\dev\wav\id08714\gIgDZ8Usgdo\00376.wav,id08714,voxceleb2_dev,1,18.66,12.029395,11.46844,10.210326
242369,D:\VQI\Datasets\voxCELEB2\dev\wav\id00903\si9m7R78P8s\00432.wav,id00903,voxceleb2_dev,1,7.63,11.627695,11.318009,9.910118
1026357,D:\VQI\Datasets\voxCELEB2\dev\wav\id07834\TsRQM8LWQ48\00162.wav,id07834,voxceleb2_dev,0,4.49,2.728212,2.038518,2.995947
850244,D:\VQI\Datasets\voxCELEB2\dev\wav\id06342\gzNKn9Ont2E\00073.wav,id06342,voxceleb2_dev,0,5.03,2.31872,1.401066,2.282459
517682,D:\VQI\Datasets\voxCELEB2\dev\wav\id03508\mivwqyiRs8w\00104.wav,id03508,voxceleb2_dev,1,15.32,11.851352,11.314465,10.202552
464221,D:\VQI\Datasets\voxCELEB2\dev\wav\id02979\xCAwvgNeXvc\00411.wav,id02979,voxceleb2_dev,0,5.09,1.331774,1.774101,2.201118
367266,D:\VQI\Datasets\voxCELEB2\dev\wav\id01988\MdmhKW2UWuY\00029.wav,id01988,voxceleb2_dev,1,11.3,11.451354,11.086221,9.676566
370404,D:\VQI\Datasets\voxCELEB2\dev\wav\id02009\YwtimWPfCz0\00146.wav,id02009,voxceleb2_dev,1,12.04,11.283316,11.012669,9.776665
1192328,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm1\none\sp5029\Lab41-SRI-VOiCES-rm1-none-sp5029-ch030593-sg0041-mc05-stu-far-dg140.wav,sp5029,voices,1,15.69,11.546036,11.261606,11.254044
905986,D:\VQI\Datasets\voxCELEB2\dev\wav\id06862\w78z_p4_DMc\00026.wav,id06862,voxceleb2_dev,0,5.54,-0.030298,0.817099,2.622555
390346,D:\VQI\Datasets\voxCELEB2\dev\wav\id02172\7swEajpKeKo\00005.wav,id02172,voxceleb2_dev,0,4.16,2.784921,0.399779,1.009107
1127479,D:\VQI\Datasets\voxCELEB2\dev\wav\id08694\FsfTACo8Dw0\00074.wav,id08694,voxceleb2_dev,1,6.31,11.59869,11.848148,11.145741
1144796,D:\VQI\Datasets\voxCELEB2\dev\wav\id08821\Eqg43OIFu20\00121.wav,id08821,voxceleb2_dev,1,13.44,11.689258,11.055424,10.343436
148622,D:\VQI\Datasets\voxCELEB2\dev\wav\id00052\RRrUzQ9yMVI\00020.wav,id00052,voxceleb2_dev,1,8.27,12.07597,11.581945,9.842541
1153260,D:\VQI\Datasets\voxCELEB2\dev\wav\id08913\z2wG3t4whwI\00035.wav,id08913,voxceleb2_dev,0,5.86,1.711016,2.347012,1.238685
1194863,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm3\musi\sp0166\Lab41-SRI-VOiCES-rm3-musi-sp0166-ch000352-sg0020-mc01-stu-clo-dg100.wav,sp0166,voices,1,16.54,11.687824,10.914501,10.089038
176900,D:\VQI\Datasets\voxCELEB2\dev\wav\id00318\lfVIbeBhb7U\00247.wav,id00318,voxceleb2_dev,0,17.42,4.562041,2.831196,2.408084
563474,D:\VQI\Datasets\voxCELEB2\dev\wav\id03898\JHE5UpNxR84\00109.wav,id03898,voxceleb2_dev,0,4.26,3.460367,1.468416,3.37084
1196799,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm4\musi\sp7437\Lab41-SRI-VOiCES-rm4-musi-sp7437-ch096153-sg0008-mc01-stu-clo-dg030.wav,sp7437,voices,1,14.53,11.39963,11.623768,10.960912
570295,D:\VQI\Datasets\voxCELEB2\dev\wav\id03935\SF4sRgdjG14\00066.wav,id03935,voxceleb2_dev,0,5.76,0.262073,1.738353,1.332106
223099,D:\VQI\Datasets\voxCELEB2\dev\wav\id00739\BIOlHpBgkXI\00001.wav,id00739,voxceleb2_dev,0,4.45,2.634272,2.794662,3.135347
219389,D:\VQI\Datasets\voxCELEB2\dev\wav\id00708\6CDuwSt7hMI\00009.wav,id00708,voxceleb2_dev,1,13.66,11.884981,11.225941,9.842052
138940,D:\VQI\Datasets\voxCELEB1\wav\id11219\bwYAk5HVPCk\00005.wav,id11219,voxceleb1_dev,1,7.5,11.473867,10.949907,10.206882
717067,D:\VQI\Datasets\voxCELEB2\dev\wav\id05141\fdKkJV-rEP0\00287.wav,id05141,voxceleb2_dev,1,5.48,11.473568,11.572362,10.55514
632870,D:\VQI\Datasets\voxCELEB2\dev\wav\id04423\SoaxmZ1qTE0\00291.wav,id04423,voxceleb2_dev,1,25.23,11.523699,10.925715,9.587409
232795,D:\VQI\Datasets\voxCELEB2\dev\wav\id00810\Ib1c-kYEXZM\00028.wav,id00810,voxceleb2_dev,0,4.16,3.544169,2.926529,3.566112
725363,D:\VQI\Datasets\voxCELEB2\dev\wav\id05207\_iQt3bPuwAk\00119.wav,id05207,voxceleb2_dev,0,6.25,2.119711,1.642723,1.902026
1019343,D:\VQI\Datasets\voxCELEB2\dev\wav\id07750\EFTBw88g9Hk\00145.wav,id07750,voxceleb2_dev,1,5.73,11.269377,11.361698,10.090138
1088060,D:\VQI\Datasets\voxCELEB2\dev\wav\id08372\4APnMjNYfjw\00047.wav,id08372,voxceleb2_dev,1,13.48,11.626126,10.929195,10.152219
981953,D:\VQI\Datasets\voxCELEB2\dev\wav\id07457\6DNUXpFTNhU\00030.wav,id07457,voxceleb2_dev,0,4.26,2.354128,1.351998,2.381497
477157,D:\VQI\Datasets\voxCELEB2\dev\wav\id03147\GhJ0grfpGkA\00114.wav,id03147,voxceleb2_dev,0,5.35,3.365156,3.435348,3.646598
829373,D:\VQI\Datasets\voxCELEB2\dev\wav\id06134\Bl7stFvN0Zs\00034.wav,id06134,voxceleb2_dev,1,11.39,11.427465,10.816116,10.129985
956852,D:\VQI\Datasets\voxCELEB2\dev\wav\id07243\KBeG_HsDXs8\00106.wav,id07243,voxceleb2_dev,1,7.14,11.487614,10.908806,10.152552
1082980,D:\VQI\Datasets\voxCELEB2\dev\wav\id08331\bMPrwk_cKgo\00131.wav,id08331,voxceleb2_dev,0,5.12,3.229582,2.337839,2.861495
863714,D:\VQI\Datasets\voxCELEB2\dev\wav\id06439\n7eEoKeCIlM\00237.wav,id06439,voxceleb2_dev,0,11.81,2.836428,2.357519,1.468885
368550,D:\VQI\Datasets\voxCELEB2\dev\wav\id02001\QpFuvlgo7E4\00083.wav,id02001,voxceleb2_dev,1,7.91,11.206743,10.821505,9.816378
730790,D:\VQI\Datasets\voxCELEB2\dev\wav\id05257\7k8oRjpaklg\00056.wav,id05257,voxceleb2_dev,1,6.03,11.677437,10.646643,9.620206
1056508,D:\VQI\Datasets\voxCELEB2\dev\wav\id08123\brf3jIIb0Q0\00114.wav,id08123,voxceleb2_dev,0,5.54,1.254545,1.506985,-0.274099
681689,D:\VQI\Datasets\voxCELEB2\dev\wav\id04823\mYlh2koJrHA\00312.wav,id04823,voxceleb2_dev,1,7.8,12.03922,12.245045,10.403269
1065520,D:\VQI\Datasets\voxCELEB2\dev\wav\id08201\ZrnjvsomaGA\00071.wav,id08201,voxceleb2_dev,1,11.84,12.227561,11.12727,9.639482
31725,D:\VQI\Datasets\voxCELEB1\wav\id10318\qnZCaMeoU8o\00001.wav,id10318,voxceleb1_dev,1,9.53,11.454126,11.32692,10.481162
452687,D:\VQI\Datasets\voxCELEB2\dev\wav\id02873\9FCaNV4AVEg\00099.wav,id02873,voxceleb2_dev,1,6.82,11.501526,10.982869,9.721586
1068200,D:\VQI\Datasets\voxCELEB2\dev\wav\id08230\LB0P4G5IB9A\00062.wav,id08230,voxceleb2_dev,0,4.84,1.064066,0.426633,0.931349
323198,D:\VQI\Datasets\voxCELEB2\dev\wav\id01614\T3xZbg9_Xgo\00241.wav,id01614,voxceleb2_dev,1,16.96,11.758841,10.635864,9.57098
722994,D:\VQI\Datasets\voxCELEB2\dev\wav\id05189\iGBji-8-3jo\00230.wav,id05189,voxceleb2_dev,0,4.01,3.82407,2.584877,1.110187
1201267,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\babb\sp3972\Lab41-SRI-VOiCES-rm2-babb-sp3972-ch005791-sg0023-mc01-stu-clo-dg030.wav,sp3972,voices,1,15.79,11.870449,11.885349,10.703173
286741,D:\VQI\Datasets\voxCELEB2\dev\wav\id01239\2uNUSdmBzO8\00043.wav,id01239,voxceleb2_dev,1,8.47,11.237795,11.173604,10.364323
978226,D:\VQI\Datasets\voxCELEB2\dev\wav\id07429\53AmSgtr2tk\00037.wav,id07429,voxceleb2_dev,1,5.54,11.366266,11.123166,9.837505
139338,D:\VQI\Datasets\voxCELEB1\wav\id11222\r4zJUzfLnGw\00005.wav,id11222,voxceleb1_dev,0,9.41,1.785236,1.674804,0.979444
415117,D:\VQI\Datasets\voxCELEB2\dev\wav\id02389\PoPgpygecJo\00149.wav,id02389,voxceleb2_dev,0,8.84,-0.813544,0.426756,0.790683
1202620,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\none\sp1050\Lab41-SRI-VOiCES-rm2-none-sp1050-ch134120-sg0040-mc05-stu-far-dg060.wav,sp1050,voices,1,16.11,11.450368,11.739466,10.995682
1174875,D:\VQI\Datasets\voxCELEB2\dev\wav\id09079\TD5K-fPd-mw\00059.wav,id09079,voxceleb2_dev,0,6.41,3.027582,3.053626,3.299238
740649,D:\VQI\Datasets\voxCELEB2\dev\wav\id05345\PQqDUQB_4QU\00106.wav,id05345,voxceleb2_dev,1,15.08,11.94928,10.749918,10.141449
258785,D:\VQI\Datasets\voxCELEB2\dev\wav\id01029\vlZeN-6I8Ds\00244.wav,id01029,voxceleb2_dev,0,6.5,0.494448,-0.701044,-0.114341
631052,D:\VQI\Datasets\voxCELEB2\dev\wav\id04416\NGMofxvEHGw\00044.wav,id04416,voxceleb2_dev,0,4.58,-0.073998,-0.531662,-1.101737
890575,D:\VQI\Datasets\voxCELEB2\dev\wav\id06704\wEgXIMQdNtI\00079.wav,id06704,voxceleb2_dev,0,3.87,4.529344,2.569403,2.758847
1024243,D:\VQI\Datasets\voxCELEB2\dev\wav\id07812\e9L1bHMd8J8\00024.wav,id07812,voxceleb2_dev,0,4.2,2.184579,2.281059,1.370488
418769,D:\VQI\Datasets\voxCELEB2\dev\wav\id02453\OZlyJ5fbAlo\00052.wav,id02453,voxceleb2_dev,0,4.39,-0.221002,-1.235909,0.221032
1201885,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\musi\sp1392\Lab41-SRI-VOiCES-rm2-musi-sp1392-ch135654-sg0002-mc01-stu-clo-dg050.wav,sp1392,voices,1,15.8,12.484371,11.846136,12.428608
452942,D:\VQI\Datasets\voxCELEB2\dev\wav\id02873\uQB_DWlWxZg\00456.wav,id02873,voxceleb2_dev,0,6.44,3.247185,2.744561,3.26799
787857,D:\VQI\Datasets\voxCELEB2\dev\wav\id05772\fbNoUSiQdAM\00269.wav,id05772,voxceleb2_dev,1,5.8,11.340252,10.696345,10.456157
390593,D:\VQI\Datasets\voxCELEB2\dev\wav\id02176\B4cspdej8BU\00013.wav,id02176,voxceleb2_dev,0,4.71,2.039824,1.580122,1.38523
1114663,D:\VQI\Datasets\voxCELEB2\dev\wav\id08603\020a5OJEodY\00013.wav,id08603,voxceleb2_dev,0,5.5,2.402585,2.304828,1.114985
1026473,D:\VQI\Datasets\voxCELEB2\dev\wav\id07837\3bNr0zpuHQc\00008.wav,id07837,voxceleb2_dev,1,31.08,11.630642,11.69626,9.704363
951821,D:\VQI\Datasets\voxCELEB2\dev\wav\id07208\V6PV2hsVpDU\00101.wav,id07208,voxceleb2_dev,0,4.86,3.760914,2.314356,3.053153
532043,D:\VQI\Datasets\voxCELEB2\dev\wav\id03680\UMgC4Sv-rCU\00033.wav,id03680,voxceleb2_dev,0,12.49,2.274606,1.722358,1.193044
1200039,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm1\none\sp8635\Lab41-SRI-VOiCES-rm1-none-sp8635-ch295756-sg0013-mc01-stu-clo-dg170.wav,sp8635,voices,1,15.54,11.231054,11.558807,11.34963
55367,D:\VQI\Datasets\voxCELEB1\wav\id10520\0FD_E_D_wKw\00011.wav,id10520,voxceleb1_dev,1,12.98,12.188707,12.480232,9.626781
1091214,D:\VQI\Datasets\voxCELEB2\dev\wav\id08406\s8Uouin7tmU\00245.wav,id08406,voxceleb2_dev,0,4.58,1.735161,1.592192,-0.09224
917502,D:\VQI\Datasets\voxCELEB2\dev\wav\id06949\07oh0psgaDA\00010.wav,id06949,voxceleb2_dev,1,23.46,12.20978,11.376171,10.486986
1024955,D:\VQI\Datasets\voxCELEB2\dev\wav\id07824\pyOpU0fYql8\00019.wav,id07824,voxceleb2_dev,0,4.84,3.129344,4.109442,3.641094
199441,D:\VQI\Datasets\voxCELEB2\dev\wav\id00520\XuHKG_-bNic\00167.wav,id00520,voxceleb2_dev,0,5.35,1.178509,1.255593,1.39466
217035,D:\VQI\Datasets\voxCELEB2\dev\wav\id00691\cwPVaxzpjNg\00096.wav,id00691,voxceleb2_dev,0,11.06,2.710284,2.578462,1.794634
150161,D:\VQI\Datasets\voxCELEB2\dev\wav\id00062\veaAtEYKooE\00475.wav,id00062,voxceleb2_dev,0,29.73,1.128178,-1.150827,-0.429768
196485,D:\VQI\Datasets\voxCELEB2\dev\wav\id00494\p47duxljfOY\00370.wav,id00494,voxceleb2_dev,1,9.38,11.798927,10.73108,10.14187
593281,D:\VQI\Datasets\voxCELEB2\dev\wav\id04129\L1ZewqAfxJ8\00021.wav,id04129,voxceleb2_dev,0,6.82,-0.085046,0.149221,-0.165809
467457,D:\VQI\Datasets\voxCELEB2\dev\wav\id03001\RFs_E4Ie50g\00018.wav,id03001,voxceleb2_dev,0,6.95,0.401716,0.931347,0.474287
766773,D:\VQI\Datasets\voxCELEB2\dev\wav\id05622\oJhGjgn-Z5Y\00364.wav,id05622,voxceleb2_dev,1,5.02,11.751486,11.034532,10.585078
1200695,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm1\tele\sp6848\Lab41-SRI-VOiCES-rm1-tele-sp6848-ch252322-sg0007-mc01-stu-clo-dg110.wav,sp6848,voices,1,16.3,11.942673,11.872147,10.782026
457771,D:\VQI\Datasets\voxCELEB2\dev\wav\id02902\H_E86Kl2YEw\00054.wav,id02902,voxceleb2_dev,1,11.53,11.618645,12.222318,10.20472
1197565,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm4\tele\sp6080\Lab41-SRI-VOiCES-rm4-tele-sp6080-ch058025-sg0029-mc01-stu-clo-dg080.wav,sp6080,voices,1,14.09,11.999886,12.533965,12.27972
841073,D:\VQI\Datasets\voxCELEB2\dev\wav\id06248\_F8B-klCGb0\00203.wav,id06248,voxceleb2_dev,1,7.46,11.661778,10.771994,10.349028
766580,D:\VQI\Datasets\voxCELEB2\dev\wav\id05622\B_2xxE9trMA\00116.wav,id05622,voxceleb2_dev,1,10.28,12.48119,11.243778,10.301403
623384,D:\VQI\Datasets\voxCELEB2\dev\wav\id04349\8h0HJmeZ0eg\00053.wav,id04349,voxceleb2_dev,0,5.35,-0.81489,0.948213,-0.41528
1144149,D:\VQI\Datasets\voxCELEB2\dev\wav\id08809\JZUo1kb23PI\00054.wav,id08809,voxceleb2_dev,0,6.6,4.328051,2.084647,2.279121
237499,D:\VQI\Datasets\voxCELEB2\dev\wav\id00860\I0l8hPY5uKk\00091.wav,id00860,voxceleb2_dev,0,11.11,1.673448,1.640428,1.09676
239852,D:\VQI\Datasets\voxCELEB2\dev\wav\id00888\JWkgsV_QvYA\00091.wav,id00888,voxceleb2_dev,1,9.83,11.577036,11.305727,9.78276
1195251,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm3\none\sp0115\Lab41-SRI-VOiCES-rm3-none-sp0115-ch121720-sg0008-mc01-stu-clo-dg040.wav,sp0115,voices,1,15.76,11.660789,11.692669,11.385183
851306,D:\VQI\Datasets\voxCELEB2\dev\wav\id06351\b8shZ3Waqpg\00269.wav,id06351,voxceleb2_dev,1,4.33,11.896227,10.741828,9.761396
1026977,D:\VQI\Datasets\voxCELEB2\dev\wav\id07838\QbiaMGfzJO8\00030.wav,id07838,voxceleb2_dev,1,3.94,11.185385,10.742981,9.799889
1087628,D:\VQI\Datasets\voxCELEB2\dev\wav\id08362\Z1c6YvjGWfY\00312.wav,id08362,voxceleb2_dev,1,5.64,12.064774,11.508603,9.903143
1197475,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm4\tele\sp3389\Lab41-SRI-VOiCES-rm4-tele-sp3389-ch013247-sg0003-mc01-stu-clo-dg160.wav,sp3389,voices,1,14.47,11.596865,12.003742,11.416172
242126,D:\VQI\Datasets\voxCELEB2\dev\wav\id00903\_OKGQBOSNL4\00260.wav,id00903,voxceleb2_dev,1,18.66,11.807644,11.466352,10.052521
941148,D:\VQI\Datasets\voxCELEB2\dev\wav\id07136\4e43eS5p3_M\00043.wav,id07136,voxceleb2_dev,1,38.6,11.850588,10.957321,9.765491
823245,D:\VQI\Datasets\voxCELEB2\dev\wav\id06071\HLPQkub8-JM\00068.wav,id06071,voxceleb2_dev,1,6.5,11.362696,10.930857,10.174643
1193243,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm2\babb\sp8468\Lab41-SRI-VOiCES-rm2-babb-sp8468-ch286673-sg0024-mc01-stu-clo-dg060.wav,sp8468,voices,1,15.85,11.712053,10.718288,10.529224
26381,D:\VQI\Datasets\voxCELEB1\wav\id10231\IjCKwUcDciM\00006.wav,id10231,voxceleb1_dev,1,17.85,11.859304,11.160244,9.749332
219606,D:\VQI\Datasets\voxCELEB2\dev\wav\id00708\s_qY2Q1gjaw\00376.wav,id00708,voxceleb2_dev,1,9.38,11.225872,10.684574,9.86672
1202446,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\musi\sp8677\Lab41-SRI-VOiCES-rm2-musi-sp8677-ch296078-sg0006-mc05-stu-far-dg140.wav,sp8677,voices,1,16.19,11.506111,12.795937,10.275997
1196604,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm4\musi\sp2035\Lab41-SRI-VOiCES-rm4-musi-sp2035-ch147960-sg0010-mc05-stu-far-dg160.wav,sp2035,voices,1,9.56,11.317036,11.784767,11.364778
992980,D:\VQI\Datasets\voxCELEB2\dev\wav\id07553\dV3iZ3z329U\00168.wav,id07553,voxceleb2_dev,0,13.48,3.01668,1.816461,0.782302
269973,D:\VQI\Datasets\voxCELEB2\dev\wav\id01102\dsNU0Q9LkY4\00208.wav,id01102,voxceleb2_dev,0,5.22,3.629393,3.636835,1.668759
286435,D:\VQI\Datasets\voxCELEB2\dev\wav\id01236\9nVbn-T20Js\00015.wav,id01236,voxceleb2_dev,0,4.45,2.485442,1.24406,1.316293
271860,D:\VQI\Datasets\voxCELEB2\dev\wav\id01115\WOJp0u8TfXc\00031.wav,id01115,voxceleb2_dev,1,4.48,11.403099,11.253838,9.6877
232606,D:\VQI\Datasets\voxCELEB2\dev\wav\id00806\raFbE_aLVJ4\00460.wav,id00806,voxceleb2_dev,1,8.32,11.747267,11.307526,9.78355
967715,D:\VQI\Datasets\voxCELEB2\dev\wav\id07351\82V_kXNtxY8\00024.wav,id07351,voxceleb2_dev,0,4.17,3.990735,1.754447,1.228114
733180,D:\VQI\Datasets\voxCELEB2\dev\wav\id05271\HAuhOsUHbz8\00055.wav,id05271,voxceleb2_dev,0,4.9,0.553387,-1.767645,-0.156609
487530,D:\VQI\Datasets\voxCELEB2\dev\wav\id03247\q1P1qLfKhqA\00375.wav,id03247,voxceleb2_dev,1,32.23,11.770237,11.521656,9.961807
1011401,D:\VQI\Datasets\voxCELEB2\dev\wav\id07686\yDhDczR5Qu8\00423.wav,id07686,voxceleb2_dev,0,7.01,2.265553,2.17283,0.462697
959127,D:\VQI\Datasets\voxCELEB2\dev\wav\id07269\KcsFDdxExm4\00004.wav,id07269,voxceleb2_dev,0,4.58,1.23971,2.395075,3.225629
823287,D:\VQI\Datasets\voxCELEB2\dev\wav\id06071\NteaXVDq4ng\00092.wav,id06071,voxceleb2_dev,1,7.68,11.259504,11.234594,10.268898
303997,D:\VQI\Datasets\voxCELEB2\dev\wav\id01404\4G5MJAp9WQo\00017.wav,id01404,voxceleb2_dev,0,4.33,3.263349,3.379234,3.25107
1055206,D:\VQI\Datasets\voxCELEB2\dev\wav\id08113\j5ySYvJcMHw\00120.wav,id08113,voxceleb2_dev,0,4.18,3.498595,3.641662,3.570336
854613,D:\VQI\Datasets\voxCELEB2\dev\wav\id06377\rVRTy2xnKPA\00032.wav,id06377,voxceleb2_dev,0,4.39,1.330902,0.731702,0.566627
611607,D:\VQI\Datasets\voxCELEB2\dev\wav\id04245\z72wvRRujWE\00140.wav,id04245,voxceleb2_dev,0,4.49,1.840014,0.066491,2.553039
